No,station_name,lacation,train_num,train_num_count
43,霸州站,"116.38198226022466,39.12853990099952","['1304', 'K1072', 'K1110', 'K126', 'K127', 'K1525', 'K1528', 'K1611', 'K1614', 'K1620', 'K1621', 'K1902', 'K1903', 'K2045', 'K2046', 'K2047', 'K2048', 'K2386', 'K2387', 'K329', 'K330', 'K332', 'K5292', 'K5293', 'K545', 'K546', 'K547', 'K548', 'K568', 'K569', 'K571', 'K974', 'K975', 'K978', 'K979', 'T122', 'T123', 'T251', 'T252', 'T253', 'T254', 'T367', 'T370', 'Y505', 'Y506', 'Z186', 'Z187']",47
44,霸州西站,"116.35712192472766,39.099771114258246","['C125', 'C126', 'G1215', 'G1218', 'G1237', 'G1238', 'G1239', 'G1240', 'G1261', 'G1264', 'G1281', 'G1284', 'G1285', 'G1288', 'G1289', 'G1290', 'G1291', 'G1292', 'G1297', 'G1300', 'G1701', 'G1704', 'G1709', 'G1711', 'G1712', 'G1714', 'G2602', 'G2603', 'G2606', 'G2607', 'G2625', 'G2626', 'G2627', 'G2628', 'G291', 'G292', 'G293', 'G294', 'G3491', 'G3494', 'G3496', 'G3497', 'G6272', 'G6273', 'G6274', 'G6275', 'G6284', 'G6285', 'G6286', 'G6287', 'G6292', 'G6293', 'G6294', 'G6295', 'G6721', 'G7806', 'K1526', 'K1527', 'K2285', 'K2286', 'K2287', 'K2288']",62
45,保定东站,"115.60740944102162,38.86958672771328","['D904', 'D910', 'D921', 'D923', 'G1216', 'G1217', 'G1237', 'G1240', 'G1261', 'G1264', 'G1275', 'G1276', 'G1277', 'G1278', 'G1282', 'G1283', 'G1289', 'G1290', 'G1291', 'G1292', 'G1293', 'G1294', 'G1295', 'G1296', 'G1297', 'G1298', 'G1299', 'G1300', 'G1516', 'G1527', 'G1528', 'G1555', 'G1556', 'G1557', 'G1558', 'G1571', 'G1572', 'G1577', 'G1580', 'G1589', 'G1590', 'G1591', 'G1592', 'G1593', 'G1594', 'G1701', 'G1704', 'G1710', 'G1712', 'G1713', 'G1714', 'G2602', 'G2603', 'G2605', 'G2606', 'G2607', 'G2608', 'G2609', 'G2625', 'G2626', 'G2627', 'G2628', 'G291', 'G294', 'G307', 'G308', 'G331', 'G334', 'G335', 'G339', 'G340', 'G3491', 'G3494', 'G3496', 'G3497', 'G351', 'G363', 'G387', 'G401', 'G421', 'G429', 'G480', 'G481', 'G484', 'G485', 'G502', 'G503', 'G504', 'G505', 'G506', 'G507', 'G508', 'G511', 'G512', 'G522', 'G523', 'G524', 'G525', 'G526', 'G527', 'G528', 'G54', 'G551', 'G552', 'G561', 'G562', 'G563', 'G570', 'G571', 'G572', 'G601', 'G602', 'G603', 'G605', 'G606', 'G607', 'G608', 'G611', 'G615', 'G618', 'G620', 'G621', 'G622', 'G623', 'G624', 'G625', 'G626', 'G6271', 'G6272', 'G6273', 'G6274', 'G6275', 'G6276', 'G6277', 'G6278', 'G6284', 'G6285', 'G6286', 'G6287', 'G6288', 'G6288', 'G629', 'G6290', 'G6291', 'G6292', 'G6293', 'G6294', 'G6295', 'G6296', 'G6297', 'G651', 'G653', 'G655', 'G656', 'G659', 'G660', 'G661', 'G662', 'G663', 'G6701', 'G6706', 'G6707', 'G6709', 'G671', 'G6710', 'G6712', 'G6714', 'G6716', 'G672', 'G6721', 'G6722', 'G6724', 'G6726', 'G6727', 'G6728', 'G6729', 'G6730', 'G6731', 'G6732', 'G6733', 'G6734', 'G6735', 'G6737', 'G6739', 'G674', 'G6740', 'G6741', 'G6743', 'G682', 'G683', 'G684', 'G686', 'G688', 'G689', 'G78', 'G7805', 'G7806', 'G7811', 'G7812', 'G7813', 'G7814', 'G7815', 'G7816', 'G7817', 'G7818', 'G791', 'G792', 'G793', 'G794', 'G803', 'G871', 'G872', 'G873', 'G874', 'G9397', 'G9402', 'G9403', 'G9404', 'G9405', 'G9913']",220
46,北戴河站,"119.42645641325625,39.85749004778257","['2601', '2604', 'C115', 'C116', 'D28', 'D821', 'D823', 'D825', 'D826', 'D831', 'D832', 'G1201', 'G1204', 'G1211', 'G1214', 'G1215', 'G1218', 'G1226', 'G1227', 'G1237', 'G1240', 'G1241', 'G1244', 'G1256', 'G1257', 'G1261', 'G1264', 'G1297', 'G1300', 'G1701', 'G1704', 'G2622', 'G2623', 'G2626', 'G2627', 'G2648', 'G2649', 'G2656', 'G2657', 'G6272', 'G6273', 'G6274', 'G6275', 'G6281', 'G6282', 'G6283', 'G6286', 'G6287', 'G6292', 'G6293', 'G6294', 'G6295', 'G6721', 'G6728', 'G8923', 'G8924', 'G8926', 'G8927', 'G8928', 'G8932', 'G8933', 'G8940', 'K1023', 'K1024', 'K1054', 'K1055', 'K187', 'K190', 'K216', 'K2385', 'K2388', 'K340', 'K386', 'K387', 'K429', 'K4492', 'K4493', 'K498', 'K515', 'K518', 'K5285', 'K5286', 'K552', 'K553', 'K568', 'K569', 'K702', 'K703', 'K7725', 'K7726', 'K7727', 'K7728', 'K865', 'K866', 'K867', 'K868', 'K956', 'K957', 'K96', 'K960', 'K961', 'K97', 'T131', 'T134', 'T181', 'T184', 'T241', 'T242', 'T243', 'T244', 'T298', 'T5687', 'T5688', 'Y509', 'Y510', 'Z11', 'Z12', 'Z13', 'Z14', 'Z172', 'Z173']",121
47,保定站,"115.48644020748704,38.869176589941276","['C125', 'C126', 'C127', 'C128', 'C129', 'C130', 'K1115', 'K1116', 'K1117', 'K1118', 'K117', 'K118', 'K1275', 'K1276', 'K1277', 'K1278', 'K1455', 'K1456', 'K1457', 'K1458', 'K1525', 'K1526', 'K1527', 'K1528', 'K157', 'K158', 'K179', 'K180', 'K21', 'K22', 'K2285', 'K2286', 'K2287', 'K2288', 'K261', 'K262', 'K267', 'K268', 'K269', 'K270', 'K385', 'K386', 'K387', 'K388', 'K401', 'K402', 'K473', 'K474', 'K507', 'K508', 'K5220', 'K5237', 'K5238', 'K5239', 'K5240', 'K5292', 'K5293', 'K597', 'K598', 'K599', 'K600', 'K7707', 'K7708', 'K7725', 'K7726', 'K7727', 'K7728', 'K7751', 'K7752', 'K7753', 'K7754', 'K817', 'K818', 'K937', 'K938', 'K939', 'K940', 'K965', 'K966', 'K967', 'K968', 'T121', 'T122', 'T123', 'T124', 'T145', 'T146', 'T147', 'T148', 'T167', 'T168', 'T175', 'T176', 'T231', 'T232', 'T251', 'T252', 'T253', 'T254', 'T287', 'T288', 'T289', 'T290', 'T367', 'T368', 'T369', 'T370', 'T41', 'T42', 'T49', 'T50', 'T55', 'T56', 'T57', 'T58', 'T7', 'T8', 'Y511', 'Y512', 'Y513', 'Y514', 'Z130', 'Z152', 'Z206', 'Z207', 'Z235', 'Z236', 'Z237', 'Z238', 'Z336', 'Z337', 'Z4', 'Z49', 'Z50', 'Z53', 'Z69', 'Z70', 'Z77', 'Z78', 'Z96']",140
48,白洋淀站,"115.88141639468122,39.07486376487982","['C125', 'C126', 'C127', 'C128', 'C129', 'C130', 'G1215', 'G1216', 'G1217', 'G1218', 'G1238', 'G1239', 'G1261', 'G1262', 'G1263', 'G1264', 'G1275', 'G1276', 'G1277', 'G1278', 'G1281', 'G1282', 'G1283', 'G1284', 'G1285', 'G1288', 'G1289', 'G1292', 'G1293', 'G1294', 'G1295', 'G1296', 'G1297', 'G1298', 'G1299', 'G1300', 'G1701', 'G1702', 'G1703', 'G1704', 'G1709', 'G1711', 'G1712', 'G1713', 'G2602', 'G2603', 'G2606', 'G2607', 'G2609', 'G2625', 'G2628', 'G291', 'G292', 'G293', 'G294', 'G305', 'G306', 'G3495', 'G3498', 'G363', 'G6270', 'G6271', 'G6272', 'G6273', 'G6274', 'G6275', 'G6277', 'G6278', 'G6286', 'G6287', 'G6290', 'G6291', 'G6294', 'G6295', 'G6296', 'G6297', 'G6721', 'G6728', 'G7805', 'G7806', 'G9404', 'G9405', 'K1526', 'K1527', 'K2285', 'K2286', 'K2287', 'K2288', 'T121', 'T124', 'T251', 'T252', 'T253', 'T254', 'T367', 'T370']",96
49,崇礼站,"115.3242475481234,41.01381569968821","['D6711', 'D6712', 'D6713', 'D6714', 'D6715', 'D6716', 'D6717', 'D6718']",8
50,昌黎站,"119.17427950913714,39.710775965720075","['2601', '2602', '2604', 'K1023', 'K1391', 'K1394', 'K216', 'K2385', 'K2388', 'K2550', 'K385', 'K386', 'K387', 'K388', 'K429', 'K4491', 'K4494', 'K515', 'K518', 'K568', 'K569', 'K702', 'K703', 'K725', 'K728', 'K7725', 'K7728', 'K866', 'K867', 'K956', 'K957', 'Y509']",32
51,沧州站,"116.88441549128254,38.31558890609769","['1227', '1228', '1229', '1230', '1461', '1462', 'D701', 'D702', 'D710', 'K101', 'K102', 'K1053', 'K1054', 'K1055', 'K1056', 'K1391', 'K1392', 'K1393', 'K1394', 'K1449', 'K1450', 'K1451', 'K1452', 'K1785', 'K1786', 'K187', 'K188', 'K189', 'K190', 'K1983', 'K1986', 'K213', 'K214', 'K257', 'K258', 'K285', 'K286', 'K293', 'K294', 'K295', 'K296', 'K335', 'K336', 'K337', 'K338', 'K345', 'K346', 'K347', 'K348', 'K411', 'K4575', 'K4576', 'K4577', 'K4578', 'K4688', 'K4689', 'K4690', 'K47', 'K48', 'K49', 'K50', 'K515', 'K518', 'K5203', 'K5204', 'K551', 'K552', 'K553', 'K554', 'K701', 'K702', 'K703', 'K704', 'K866', 'K867', 'K955', 'K958', 'K969', 'K970', 'K971', 'K972', 'T109', 'T110', 'T132', 'T133', 'T35', 'T36', 'Z159', 'Z160', 'Z172', 'Z173', 'Z175', 'Z176', 'Z177', 'Z178', 'Z282', 'Z283', 'Z365', 'Z368']",99
52,沧州西站,"116.77462369354753,38.312951973733085","['G103', 'G1045', 'G1048', 'G1049', 'G105', 'G1050', 'G1054', 'G1064', 'G1066', 'G1067', 'G1069', 'G107', 'G1075', 'G1077', 'G1079', 'G108', 'G1080', 'G1083', 'G1084', 'G1085', 'G1086', 'G1087', 'G1089', 'G109', 'G1090', 'G1092', 'G1094', 'G112', 'G113', 'G114', 'G115', 'G117', 'G1202', 'G1203', 'G1205', 'G1208', 'G121', 'G1222', 'G1223', 'G1226', 'G1227', 'G1229', 'G1230', 'G1231', 'G1232', 'G1234', 'G1235', 'G124', 'G1241', 'G1244', 'G1245', 'G1246', 'G1247', 'G1248', 'G1252', 'G1253', 'G1255', 'G1258', 'G1265', 'G1266', 'G1267', 'G1268', 'G1271', 'G1272', 'G1273', 'G1274', 'G128', 'G133', 'G135', 'G140', 'G142', 'G144', 'G148', 'G149', 'G153', 'G1565', 'G1567', 'G1568', 'G160', 'G163', 'G169', 'G170', 'G171', 'G178', 'G179', 'G181', 'G183', 'G184', 'G189', 'G190', 'G192', 'G195', 'G198', 'G206', 'G207', 'G212', 'G213', 'G219', 'G2551', 'G2553', 'G2555', 'G2556', 'G2561', 'G2562', 'G2565', 'G2571', 'G2572', 'G2575', 'G2577', 'G2581', 'G2585', 'G2586', 'G2587', 'G2588', 'G2589', 'G2590', 'G2594', 'G2595', 'G261', 'G263', 'G2634', 'G2635', 'G264', 'G2647', 'G2650', 'G2655', 'G2658', 'G266', 'G272', 'G303', 'G326', 'G389', 'G390', 'G391', 'G392', 'G395', 'G396', 'G397', 'G398', 'G441', 'G442', 'G7803', 'G7804', 'G888', 'G8936']",145
53,承德东站,"117.99679825344602,40.89511610166867","['6419', '6420', '6433', '6434', '6435', '6436', '6455', '6456']",8
54,磁山站,"114.12395445913535,36.60398468787181","['6043', '6044', '6423', '6424', 'K5203', 'K5204']",6
55,承德站,"117.96234096086373,40.97150794072563","['4471', '4472', '4473', '4474', '6419', '6420', '6433', '6434', '6435', '6436', '6455', '6456', 'K1455', 'K1456', 'K1457', 'K1458', 'K7711', 'K7712', 'K7751', 'K7752', 'K7753', 'K7754', 'Y511', 'Y512', 'Y513', 'Y514']",26
56,承德南站,"117.9714540007708,40.891052949095176","['G3501', 'G3502', 'G3503', 'G3504', 'G3505', 'G3508', 'G3509', 'G3510', 'G3511', 'G3512', 'G3513', 'G3514', 'G3515', 'G3516', 'G3517', 'G3518', 'G3519', 'G3520', 'G3521', 'G3524', 'G3525', 'G3526', 'G3527', 'G3528', 'G3530', 'G3531', 'G3601', 'G3602', 'G3603', 'G3608', 'G3609', 'G3621', 'G3622', 'G3623', 'G3624', 'G3625', 'G3626', 'G3627', 'G3628', 'G3645', 'G3646', 'G3647', 'G3648', 'G3649', 'G3650', 'G3651', 'G3652', 'G3653', 'G3654', 'G3655', 'G3656', 'G3661', 'G3662', 'G3663', 'G3664', 'G3665', 'G3666', 'G3667', 'G3668', 'G3670', 'G3671', 'G3672', 'G3673', 'G3674', 'G3675', 'G3676', 'G3677', 'G3678', 'G3679', 'G3680', 'G3691', 'G3692', 'G3693', 'G3694', 'G3695', 'G3696', 'G3697', 'G3698', 'G7811', 'G7812', 'G7813', 'G7814', 'G7815', 'G7816', 'G7817', 'G7818', 'G7851', 'G7852', 'G7853', 'G7854', 'G7855', 'G7856', 'G921', 'G922', 'G923', 'G924', 'G925', 'G926', 'G927', 'G928', 'G929', 'G930', 'G931', 'G932', 'G933', 'G934', 'G935', 'G936', 'G937', 'G938', 'G939', 'G940', 'G941', 'G951', 'G952', 'G953', 'G955', 'G956', 'G957', 'G958', 'G960', 'G961', 'G962', 'G971', 'G972', 'G973', 'G974', 'G975', 'G976', 'G977', 'G979', 'G980', 'G981', 'G982', 'G983', 'G984', 'G985', 'G986', 'G987', 'G988', 'G989', 'G990', 'G993', 'G994', 'G995', 'G996']",146
57,曹妃甸东站,"118.59732096652988,39.22352311778064","['C131', 'C132', 'C133', 'C134', 'C245', 'C246', 'C247', 'C248']",8
58,曹妃甸港站,"118.47213257167606,39.079293963902536","['C135', 'C136', 'C137', 'C138', 'C251', 'C252', 'C253', 'C254']",8
59,柴沟堡站,"114.42217814437372,40.67575677790782","['2601', '2604', '8187', '8188', 'K1178', 'K1275', 'K1278', 'K263', 'K41', 'K42', 'K55', 'K56', 'K57', 'K58', 'K886', 'K887']",16
60,洞庙河站,"117.70184134602522,40.57759103236161","['6419', '6420', '6433', '6434']",4
61,定州东站,"115.08128016823822,38.514932775720105","['D928', 'G1216', 'G1217', 'G1261', 'G1264', 'G1290', 'G1291', 'G1298', 'G1299', 'G1516', 'G1585', 'G1588', 'G1701', 'G1704', 'G1709', 'G335', 'G388', 'G480', 'G481', 'G501', 'G507', 'G511', 'G522', 'G554', 'G563', 'G570', 'G610', 'G613', 'G615', 'G624', 'G628', 'G6286', 'G6287', 'G6294', 'G6295', 'G657', 'G665', 'G6703', 'G6707', 'G6708', 'G6711', 'G6712', 'G6714', 'G6716', 'G6726', 'G6735', 'G6741', 'G685', 'G687', 'G690', 'G7815', 'G7816', 'G7817', 'G7818', 'G9913']",55
62,定州站,"114.98035599334494,38.53715577350476","['K1115', 'K1116', 'K1117', 'K1118', 'K1275', 'K1276', 'K1277', 'K1278', 'K1455', 'K1458', 'K1526', 'K1527', 'K21', 'K2286', 'K2287', 'K386', 'K387', 'K402', 'K473', 'K474', 'K5220', 'K5292', 'K5293', 'K597', 'K600', 'K7707', 'K7708', 'K7726', 'K7727', 'K7751', 'K7752', 'K7753', 'K7754', 'K817', 'K818', 'K937', 'K940', 'K965', 'K966', 'K967', 'K968', 'T121', 'T124', 'T168', 'T251', 'T252', 'T253', 'T254', 'T368', 'T369']",50
63,东光站,"116.53698900817669,37.89837479352705","['1228', '1229', 'K1053', 'K1056', 'K1449', 'K1452', 'K1983', 'K1986', 'K285', 'K294', 'K295', 'K5203', 'K5204', 'K551', 'K552', 'K553', 'K554', 'K970', 'K971']",19
64,东花园北站,"115.80111105813816,40.34908164320993","['D1004', 'D1007', 'D1009', 'D1010', 'D1015', 'D1016', 'D1017', 'D1020', 'D1024', 'D1072', 'D1102', 'D1105', 'D1110', 'D1112', 'D1113', 'D1114', 'D1119', 'D1121', 'D1123', 'D6726', 'D9262', 'D9264', 'G2470']",23
65,抚宁站,"119.25588292912178,39.89998746157902","['K2045', 'K2048', 'K47', 'K50']",4
66,固安东站,"116.41102887905924,39.3788280130396","['C2701', 'C2702', 'C2703', 'C2706', 'C2709', 'C2710', 'C2712', 'C2714', 'C2715', 'C2719', 'C2723', 'C2726', 'C2729', 'C2732', 'C2736']",15
67,高碑店站,"115.86538203263,39.33464814049522","['K1115', 'K1118', 'K1276', 'K1277', 'K1455', 'K1456', 'K1457', 'K1458', 'K21', 'K22', 'K261', 'K262', 'K401', 'K402', 'K473', 'K474', 'K507', 'K5220', 'K598', 'K599', 'K7707', 'K7708', 'K7725', 'K7728', 'K7752', 'K7753', 'K966', 'K967', 'T146', 'T147']",30
68,高密北站,"119.7924344322625,36.52069238399936","['D1639', 'D1642', 'D2106', 'D2107', 'D2921', 'D2922', 'D6012', 'G1065', 'G1078', 'G1087', 'G207', 'G2070', 'G2071', 'G2629', 'G2630', 'G2631', 'G2632', 'G5559', 'G5566', 'G6902', 'G6924']",21
69,广平站,"114.94667618418154,36.5030703738299","['K1214', 'K1215', 'K1263', 'K1264', 'K1265', 'K1266']",6
70,藁城南站,"114.86081704184336,37.99215305784976","['D1605', 'D1606', 'D1607', 'D1611', 'D1615', 'D1623', 'D1625', 'D1632', 'D1633', 'D1635', 'D1636', 'D1637', 'D1638', 'D1640', 'D1641', 'D1644', 'D1645', 'D1647', 'D1650', 'D1664', 'D1665', 'D1676', 'D1677', 'D2777', 'D2780', 'G1861', 'G1862', 'G1863', 'G1864', 'G2069', 'G2072', 'G2087', 'G2090']",33
71,古冶站,"118.44681598681056,39.73631306467101","['K7651', 'K7652', 'K7653', 'K7654', 'K7655', 'K7656', 'K7657', 'K7658', 'K7659', 'K7660']",10
72,高邑站,"114.60400730671765,37.61143895063893","['K117', 'K385', 'K388', 'K5238', 'K5239', 'T252', 'T253']",7
73,高邑西站,"114.5371744547419,37.6354964253159","['G1262', 'G1263', 'G1285', 'G1288', 'G1516', 'G1711', 'G1713', 'G1956', 'G1957', 'G2069', 'G2070', 'G2071', 'G2072', 'G2087', 'G2088', 'G2089', 'G2090', 'G2625', 'G2626', 'G2627', 'G2628', 'G337', 'G341', 'G387', 'G504', 'G505', 'G511', 'G512', 'G524', 'G553', 'G555', 'G6272', 'G6273', 'G6276', 'G653', 'G663', 'G6705', 'G6722', 'G6724']",39
74,邯郸东站,"114.56573464114283,36.625652249036065","['D909', 'D928', 'G1262', 'G1263', 'G1275', 'G1276', 'G1277', 'G1278', 'G1282', 'G1283', 'G1285', 'G1286', 'G1287', 'G1288', 'G1293', 'G1294', 'G1295', 'G1296', 'G1516', 'G1528', 'G1560', 'G1561', 'G1571', 'G1572', 'G1577', 'G1578', 'G1579', 'G1580', 'G1585', 'G1588', 'G1589', 'G1590', 'G1592', 'G1593', 'G1701', 'G1704', 'G1709', 'G1710', 'G1713', 'G1829', 'G1830', 'G1831', 'G1832', 'G1951', 'G1952', 'G1953', 'G1954', 'G2055', 'G2058', 'G2069', 'G2072', 'G2073', 'G2074', 'G2075', 'G2076', 'G2093', 'G2094', 'G2095', 'G2096', 'G2626', 'G2627', 'G2807', 'G2810', 'G2811', 'G2812', 'G2813', 'G2814', 'G291', 'G292', 'G293', 'G294', 'G305', 'G306', 'G3215', 'G335', 'G336', 'G337', 'G341', 'G3491', 'G3492', 'G3493', 'G3494', 'G3495', 'G3496', 'G3497', 'G3498', 'G351', 'G352', 'G371', 'G372', 'G387', 'G401', 'G422', 'G423', 'G424', 'G429', 'G430', 'G480', 'G481', 'G483', 'G484', 'G485', 'G486', 'G501', 'G506', 'G511', 'G523', 'G526', 'G527', 'G551', 'G553', 'G556', 'G561', 'G563', 'G570', 'G572', 'G6271', 'G6272', 'G6273', 'G6274', 'G6275', 'G6276', 'G6284', 'G6285', 'G6286', 'G6287', 'G6288', 'G6288', 'G6290', 'G6291', 'G6292', 'G6293', 'G651', 'G652', 'G654', 'G655', 'G657', 'G659', 'G660', 'G661', 'G662', 'G663', 'G666', 'G6701', 'G6707', 'G671', 'G6713', 'G6718', 'G6719', 'G672', 'G6721', 'G6723', 'G6724', 'G6726', 'G6728', 'G673', 'G6731', 'G6738', 'G674', 'G6744', 'G6746', 'G6753', 'G6753', 'G685', 'G686', 'G688', 'G689', 'G73', 'G78', 'G7805', 'G7806', 'G7811', 'G7812', 'G7813', 'G7814', 'G871', 'G872', 'G873', 'G874']",179
75,虎什哈站,"117.00338671370183,40.86829033770857","['4471', '4472', '4473', '4474']",4
76,衡水北站,"115.68122940308452,37.7792848601041","['D1601', 'D1603', 'D1604', 'D1605', 'D1606', 'D1607', 'D1611', 'D1612', 'D1615', 'D1616', 'D1621', 'D1622', 'D1623', 'D1625', 'D1626', 'D1631', 'D1632', 'D1633', 'D1634', 'D1635', 'D1636', 'D1637', 'D1638', 'D1639', 'D1640', 'D1641', 'D1642', 'D1643', 'D1644', 'D1645', 'D1646', 'D1647', 'D1648', 'D1649', 'D1650', 'D1651', 'D1652', 'D1653', 'D1654', 'D1661', 'D1662', 'D1663', 'D1664', 'D1665', 'D1666', 'D1667', 'D1668', 'D1669', 'D1670', 'D1672', 'D1673', 'D1675', 'D1676', 'D1677', 'D1678', 'D2777', 'D2778', 'D2779', 'D2780', 'G1829', 'G1832', 'G1861', 'G1862', 'G1863', 'G1864', 'G2055', 'G2056', 'G2057', 'G2058', 'G2069', 'G2070', 'G2071', 'G2072', 'G2073', 'G2074', 'G2075', 'G2076', 'G2087', 'G2088', 'G2089', 'G2090', 'G2093', 'G2094', 'G2095', 'G2096', 'G2815', 'G2816', 'G375', 'G376', 'G377', 'G378', 'G379', 'G380']",93
77,衡水站,"115.698200999254,37.75013599554265","['1303', '1304', 'D727', 'D728', 'D733', 'D734', 'D736', 'D737', 'D738', 'D739', 'D740', 'D745', 'D746', 'D759', 'D760', 'K105', 'K106', 'K1061', 'K1062', 'K1063', 'K1064', 'K1071', 'K1072', 'K1109', 'K1110', 'K125', 'K126', 'K127', 'K128', 'K1291', 'K1292', 'K1293', 'K1294', 'K1331', 'K1332', 'K1333', 'K1334', 'K1395', 'K1396', 'K1397', 'K1398', 'K1453', 'K1454', 'K1611', 'K1612', 'K1613', 'K1614', 'K1619', 'K1620', 'K1621', 'K1622', 'K1805', 'K1806', 'K1807', 'K1808', 'K1901', 'K1902', 'K1903', 'K1904', 'K2045', 'K2046', 'K2047', 'K2048', 'K213', 'K214', 'K2385', 'K2386', 'K2387', 'K2388', 'K257', 'K258', 'K329', 'K330', 'K332', 'K371', 'K372', 'K373', 'K374', 'K4032', 'K5203', 'K5204', 'K5223', 'K5224', 'K563', 'K564', 'K565', 'K566', 'K567', 'K568', 'K569', 'K570', 'K571', 'K572', 'K725', 'K726', 'K727', 'K728', 'K729', 'K730', 'K731', 'K732', 'K865', 'K866', 'K867', 'K868', 'K881', 'K882', 'K883', 'K884', 'K891', 'K892', 'K893', 'K894', 'K925', 'K926', 'K927', 'K928', 'K973', 'K974', 'K975', 'K976', 'K977', 'K978', 'K979', 'K980', 'T181', 'T182', 'T183', 'T184', 'Y505', 'Y506', 'Y507', 'Y508', 'Z111', 'Z114', 'Z181', 'Z182', 'Z183', 'Z184', 'Z185', 'Z186', 'Z187', 'Z188', 'Z195', 'Z198', 'Z226', 'Z227', 'Z267', 'Z268', 'Z269', 'Z270', 'Z349', 'Z350', 'Z351', 'Z352', 'Z355', 'Z356', 'Z357', 'Z358', 'Z383', 'Z386', 'Z601', 'Z602']",163
78,怀安站,"114.40675100486757,40.691103962417564","['D1008', 'D1009', 'D1011', 'D1017', 'D1018', 'D1019', 'D1021', 'D1024', 'D1075', 'D1091', 'D1101', 'D1105', 'D1106', 'D1107', 'D1108', 'D1110', 'D1111', 'D1112', 'D1113', 'D1114', 'D1115', 'D1116', 'D1118', 'D1119', 'D1120', 'D1121', 'D1122', 'D1124', 'D2777', 'D2778', 'D2779', 'D2780', 'D2781', 'D2782', 'D2783', 'D2784', 'G2476']",37
79,怀来站,"115.57152474098397,40.384284518955695","['D1002', 'D1003', 'D1005', 'D1006', 'D1007', 'D1010', 'D1012', 'D1014', 'D1016', 'D1018', 'D1071', 'D1073', 'D1092', 'D1104', 'D1107', 'D1108', 'D1109', 'D1111', 'D1112', 'D1113', 'D1114', 'D1116', 'D1117', 'D1118', 'D1119', 'D1122', 'D6711', 'D6722', 'D6723', 'D6724', 'D6725', 'D6727', 'D6728', 'D6729', 'D9262', 'D9264', 'D9265', 'D9268', 'G2494', 'G2496', 'G2538', 'G2539', 'G7881']",43
80,邯郸站,"114.48185383702928,36.60748655087627","['6043', '6044', '6423', '6424', 'K117', 'K1214', 'K1215', 'K1263', 'K1264', 'K1265', 'K1266', 'K1525', 'K1526', 'K1527', 'K1528', 'K157', 'K158', 'K21', 'K22', 'K2285', 'K2286', 'K2287', 'K2288', 'K233', 'K234', 'K235', 'K236', 'K257', 'K258', 'K261', 'K262', 'K267', 'K268', 'K269', 'K385', 'K386', 'K387', 'K388', 'K401', 'K402', 'K473', 'K474', 'K507', 'K5203', 'K5204', 'K5219', 'K5220', 'K5237', 'K5238', 'K5239', 'K5240', 'K5292', 'K5293', 'K597', 'K598', 'K599', 'K600', 'K7725', 'K7726', 'K7727', 'K7728', 'K817', 'K818', 'K965', 'K966', 'K967', 'K968', 'T10', 'T121', 'T122', 'T123', 'T124', 'T145', 'T146', 'T147', 'T148', 'T167', 'T168', 'T231', 'T251', 'T252', 'T253', 'T254', 'T287', 'T288', 'T289', 'T290', 'T367', 'T368', 'T369', 'T370', 'T49', 'T50', 'T55', 'T56', 'T57', 'T58', 'T9', 'Y511', 'Y512', 'Y513', 'Y514', 'Z149', 'Z150', 'Z235', 'Z236', 'Z237', 'Z238', 'Z96']",109
81,井店站,"113.72807750902663,36.610913439591265","['6043', '6044', '6423', '6424', 'K5203', 'K5204']",6
82,金沟屯站,"117.52401584150871,41.06576519906945","['4471', '4472', '4473', '4474']",4
83,甲山站,"118.27222779569091,40.794374260143044","['6435', '6436', '6455', '6456']",4
84,井陉站,"114.14305090715811,38.041134640019955","['K5275', 'K5276']",2
85,晋州站,"115.03853627681804,38.026621106569024","['K1292', 'K1293', 'K1395', 'K1398', 'K258', 'K371', 'K374', 'K5204', 'K866', 'K867', 'K891', 'K894', 'Z355', 'Z358']",14
86,滦平站,"117.32297488871455,40.92902393039715","['4471', '4472', '4473', '4474', 'K1189', 'K1190']",6
87,滦县站,"118.71190208009135,39.764392265279504","['1227', '1230', '2601', '2602', '2604', 'K1023', 'K1054', 'K1055', 'K126', 'K127', 'K1301', 'K1302', 'K1304', 'K1391', 'K1394', 'K1449', 'K1452', 'K1526', 'K1527', 'K1571', 'K1574', 'K215', 'K216', 'K2385', 'K2388', 'K2550', 'K293', 'K296', 'K336', 'K337', 'K340', 'K345', 'K348', 'K349', 'K350', 'K386', 'K387', 'K429', 'K430', 'K4491', 'K4492', 'K4493', 'K4494', 'K498', 'K515', 'K518', 'K5285', 'K5286', 'K545', 'K548', 'K568', 'K569', 'K681', 'K682', 'K683', 'K684', 'K702', 'K703', 'K725', 'K728', 'K7726', 'K7727', 'K865', 'K866', 'K867', 'K868', 'K938', 'K939', 'K959', 'K96', 'K960', 'K961', 'K962', 'K97', 'T122', 'T123', 'T182', 'T183', 'T241', 'T244', 'T39', 'T5687', 'T5688', 'Y509', 'Y510']",85
88,芦台站,"117.85211698834787,39.33562426217485","['2602', 'K1391', 'K1394', 'K1449', 'K1452', 'K187', 'K188', 'K189', 'K190', 'K2285', 'K2288', 'K4575', 'K4578', 'K47', 'K50', 'K937', 'K938', 'K939', 'K940', 'K973', 'K976', 'K978', 'K979']",23
89,涞源站,"114.71948016815887,39.376930518270115","['6437', '6438', 'K603', 'K604']",4
