No,station_name,lacation,train_num,train_num_count
1325,驻马店站,"114.04996193258397,32.985278194537614","['K1005', 'K1006', 'K1007', 'K1008', 'K1159', 'K1160', 'K1161', 'K1162', 'K157', 'K158', 'K21', 'K22', 'K225', 'K226', 'K227', 'K228', 'K237', 'K238', 'K239', 'K240', 'K457', 'K458', 'K4627', 'K4628', 'K597', 'K600', 'K8053', 'K8056', 'K81', 'K82', 'K83', 'K84', 'K965', 'K966', 'K967', 'K968', 'K973', 'K974', 'K975', 'K976', 'T122', 'T123', 'T168', 'T288', 'T289', 'T367', 'T368', 'T369', 'T370', 'Z135', 'Z138', 'Z167', 'Z170', 'Z291', 'Z292', 'Z293', 'Z294', 'Z889', 'Z890', 'Z891', 'Z892']",61
1326,驻马店西站,"113.9852431527954,33.00668165851875","['G1163', 'G1169', 'G1170', 'G1185', 'G1186', 'G1188', 'G1191', 'G1215', 'G1216', 'G1217', 'G1218', 'G1275', 'G1276', 'G1277', 'G1278', 'G1289', 'G1290', 'G1291', 'G1292', 'G1309', 'G1311', 'G1312', 'G1313', 'G1314', 'G1516', 'G1528', 'G1535', 'G1536', 'G1537', 'G1538', 'G1715', 'G1716', 'G1717', 'G1718', 'G1847', 'G1848', 'G1849', 'G1850', 'G1991', 'G1994', 'G1995', 'G1998', 'G2031', 'G2043', 'G2045', 'G2046', 'G2047', 'G2048', 'G2055', 'G2056', 'G2057', 'G2058', 'G2065', 'G2068', 'G2081', 'G2082', 'G2083', 'G2084', 'G2281', 'G2295', 'G2296', 'G2297', 'G2298', 'G2387', 'G2388', 'G2389', 'G2390', 'G257', 'G260', 'G2625', 'G2626', 'G2627', 'G2628', 'G2687', 'G2690', 'G276', 'G277', 'G287', 'G288', 'G289', 'G290', 'G291', 'G294', 'G3219', 'G3220', 'G336', 'G339', 'G340', 'G341', 'G423', 'G439', 'G440', 'G465', 'G466', 'G467', 'G468', 'G479', 'G480', 'G481', 'G482', 'G501', 'G503', 'G504', 'G505', 'G506', 'G507', 'G521', 'G522', 'G524', 'G525', 'G526', 'G527', 'G528', 'G531', 'G532', 'G541', 'G543', 'G544', 'G545', 'G639', 'G642', 'G647', 'G648', 'G691', 'G692', 'G695', 'G696', 'G809', 'G821', 'G822', 'G823', 'G824', 'G825', 'G828', 'G829', 'G830', 'G831', 'G832', 'G833', 'G836', 'G842', 'G843', 'G851', 'G852', 'G853', 'G854', 'G855', 'G858', 'G864', 'G865', 'G867', 'G868', 'G869', 'G870', 'G875', 'G876', 'G877', 'G878']",158
1327,镇平站,"112.23221701787811,33.059545634741355","['K1040', 'K1041', 'K1295', 'K1296', 'K1297', 'K1298', 'K1309', 'K1310', 'K1311', 'K1312', 'K305', 'K306', 'K307', 'K308', 'K389', 'K390', 'K391', 'K392', 'K465', 'K466', 'K467', 'K468', 'K656', 'K657']",24
1328,郑州东站,"113.78516787842446,34.765421805779596","['C2751', 'C2752', 'C2753', 'C2754', 'C2755', 'C2756', 'C2757', 'C2758', 'C2759', 'C2760', 'C2761', 'C2762', 'C2763', 'C2764', 'C2765', 'C2766', 'C2767', 'C2768', 'C2769', 'C2770', 'C2771', 'C2772', 'C2773', 'C2774', 'C2775', 'C2776', 'C2901', 'C2902', 'C2903', 'C2904', 'C2905', 'C2906', 'C2907', 'C2908', 'C2909', 'C2910', 'C2911', 'C2912', 'C2913', 'C2914', 'C2921', 'C2922', 'C2923', 'C2924', 'C2925', 'C2926', 'C2927', 'C2928', 'C2929', 'C2930', 'C2931', 'C2932', 'C2933', 'C2939', 'C2940', 'C2941', 'C2942', 'C2943', 'C2944', 'C2945', 'C2946', 'C2947', 'C2948', 'C2949', 'C2950', 'C2951', 'D2773', 'D2774', 'D2775', 'D2776', 'D2781', 'D2782', 'D2783', 'D2784', 'D2785', 'D2786', 'D2787', 'D2788', 'D315', 'D316', 'D317', 'D318', 'D3357', 'D3360', 'D3389', 'D3390', 'D3391', 'D3392', 'D7853', 'D7856', 'D7857', 'D7871', 'D7872', 'D7873', 'D7874', 'D7876', 'D7877', 'D7879', 'D7880', 'D7881', 'D7882', 'D903', 'D909', 'D921', 'D923', 'D927', 'G1163', 'G1164', 'G1169', 'G1170', 'G1185', 'G1186', 'G1188', 'G1189', 'G1190', 'G1192', 'G1215', 'G1216', 'G1217', 'G1218', 'G1261', 'G1262', 'G1263', 'G1264', 'G1275', 'G1276', 'G1277', 'G1278', 'G1281', 'G1282', 'G1283', 'G1284', 'G1285', 'G1286', 'G1287', 'G1288', 'G1289', 'G1290', 'G1291', 'G1292', 'G1293', 'G1294', 'G1295', 'G1296', 'G1309', 'G1310', 'G1311', 'G1312', 'G1313', 'G1314', 'G1323', 'G1324', 'G1325', 'G1326', 'G1475', 'G1476', 'G1477', 'G1478', 'G1515', 'G1516', 'G1527', 'G1528', 'G1531', 'G1532', 'G1533', 'G1534', 'G1535', 'G1536', 'G1537', 'G1538', 'G1555', 'G1556', 'G1557', 'G1558', 'G1560', 'G1561', 'G1571', 'G1572', 'G1577', 'G1578', 'G1579', 'G1580', 'G1585', 'G1586', 'G1587', 'G1588', 'G1589', 'G1590', 'G1591', 'G1592', 'G1593', 'G1594', 'G1701', 'G1702', 'G1703', 'G1704', 'G1709', 'G1710', 'G1711', 'G1712', 'G1713', 'G1714', 'G1801', 'G1802', 'G1803', 'G1804', 'G1805', 'G1806', 'G1807', 'G1808', 'G1809', 'G1810', 'G1811', 'G1812', 'G1813', 'G1814', 'G1815', 'G1816', 'G1817', 'G1818', 'G1819', 'G1820', 'G1821', 'G1822', 'G1823', 'G1824', 'G1825', 'G1826', 'G1827', 'G1828', 'G1829', 'G1830', 'G1831', 'G1832', 'G1835', 'G1836', 'G1837', 'G1838', 'G1843', 'G1844', 'G1845', 'G1846', 'G1847', 'G1848', 'G1849', 'G1850', 'G1851', 'G1852', 'G1853', 'G1854', 'G1855', 'G1856', 'G1857', 'G1858', 'G1865', 'G1866', 'G1867', 'G1868', 'G1869', 'G1870', 'G1871', 'G1872', 'G1873', 'G1874', 'G1875', 'G1876', 'G1877', 'G1878', 'G1879', 'G1880', 'G1881', 'G1882', 'G1883', 'G1884', 'G1885', 'G1886', 'G1887', 'G1888', 'G1889', 'G1890', 'G1893', 'G1894', 'G1895', 'G1896', 'G1897', 'G1898', 'G1899', 'G1900', 'G1901', 'G1902', 'G1903', 'G1904', 'G1905', 'G1906', 'G1907', 'G1908', 'G1909', 'G1910', 'G1911', 'G1914', 'G1915', 'G1918', 'G1919', 'G1920', 'G1921', 'G1922', 'G1923', 'G1924', 'G1925', 'G1926', 'G1928', 'G1929', 'G1932', 'G1933', 'G1935', 'G1936', 'G1937', 'G1938', 'G1939', 'G1940', 'G1941', 'G1942', 'G1943', 'G1944', 'G1945', 'G1946', 'G1947', 'G1948', 'G1949', 'G1950', 'G1951', 'G1952', 'G1953', 'G1954', 'G1955', 'G1956', 'G1957', 'G1958', 'G1961', 'G1962', 'G1963', 'G1964', 'G1965', 'G1966', 'G1967', 'G1968', 'G1969', 'G1970', 'G1971', 'G1972', 'G1973', 'G1974', 'G1975', 'G1976', 'G1977', 'G1978', 'G1979', 'G1980', 'G1985', 'G1986', 'G1987', 'G1988', 'G1991', 'G1992', 'G1993', 'G1994', 'G1995', 'G1996', 'G1997', 'G1998', 'G2002', 'G2021', 'G2022', 'G2023', 'G2024', 'G2025', 'G2026', 'G2027', 'G2028', 'G2031', 'G2032', 'G2043', 'G2045', 'G2046', 'G2047', 'G2048', 'G2055', 'G2056', 'G2057', 'G2058', 'G2065', 'G2066', 'G2067', 'G2068', 'G2069', 'G2070', 'G2071', 'G2072', 'G2073', 'G2074', 'G2075', 'G2076', 'G2081', 'G2082', 'G2083', 'G2084', 'G2087', 'G2088', 'G2089', 'G2090', 'G2093', 'G2094', 'G2095', 'G2096', 'G2201', 'G2203', 'G2204', 'G2205', 'G2206', 'G2207', 'G2208', 'G2210', 'G2211', 'G2212', 'G2213', 'G2214', 'G2217', 'G2218', 'G2251', 'G2252', 'G2253', 'G2254', 'G2255', 'G2256', 'G2257', 'G2258', 'G2259', 'G2260', 'G2261', 'G2262', 'G2281', 'G2282', 'G2395', 'G2396', 'G2397', 'G2398', 'G257', 'G258', 'G259', 'G260', 'G2611', 'G2612', 'G2613', 'G2614', 'G2615', 'G2616', 'G2617', 'G2618', 'G2625', 'G2626', 'G2627', 'G2628', 'G2671', 'G2672', 'G2673', 'G2674', 'G2675', 'G2676', 'G2677', 'G2678', 'G2679', 'G2680', 'G2681', 'G2682', 'G2683', 'G2684', 'G2685', 'G2686', 'G2687', 'G2688', 'G2689', 'G2690', 'G2692', 'G2693', 'G2694', 'G275', 'G276', 'G277', 'G278', 'G279', 'G280', 'G2805', 'G2806', 'G2807', 'G2808', 'G2809', 'G2810', 'G2811', 'G2812', 'G2813', 'G2814', 'G287', 'G288', 'G289', 'G290', 'G291', 'G292', 'G293', 'G294', 'G305', 'G306', 'G307', 'G308', 'G3101', 'G3102', 'G3103', 'G3104', 'G3105', 'G3106', 'G3107', 'G3108', 'G3109', 'G311', 'G3110', 'G3111', 'G3112', 'G3113', 'G3114', 'G3115', 'G3116', 'G3117', 'G3118', 'G312', 'G3127', 'G3128', 'G3129', 'G3130', 'G3131', 'G3132', 'G3133', 'G3134', 'G3135', 'G3136', 'G3137', 'G3138', 'G3143', 'G3144', 'G3145', 'G3146', 'G3147', 'G3148', 'G3149', 'G315', 'G3150', 'G3151', 'G3152', 'G3153', 'G3154', 'G3155', 'G3156', 'G3157', 'G3158', 'G3159', 'G316', 'G3160', 'G3161', 'G3162', 'G3163', 'G3164', 'G3165', 'G3166', 'G3167', 'G3168', 'G3169', 'G317', 'G3170', 'G3171', 'G3172', 'G3173', 'G3174', 'G3175', 'G3176', 'G3177', 'G3178', 'G3179', 'G318', 'G3180', 'G3181', 'G3182', 'G3183', 'G3184', 'G3185', 'G3186', 'G3187', 'G3188', 'G3189', 'G3190', 'G3195', 'G3196', 'G3197', 'G3198', 'G3201', 'G3202', 'G3203', 'G3204', 'G3211', 'G3212', 'G3215', 'G3219', 'G3220', 'G3221', 'G3222', 'G3223', 'G3224', 'G3225', 'G3226', 'G3227', 'G3228', 'G3233', 'G3234', 'G3235', 'G3236', 'G3251', 'G3252', 'G3253', 'G3254', 'G3279', 'G3280', 'G3281', 'G3282', 'G3283', 'G3284', 'G3285', 'G3286', 'G3287', 'G3288', 'G3289', 'G3290', 'G3291', 'G3292', 'G3293', 'G3294', 'G3295', 'G3296', 'G3297', 'G3298', 'G331', 'G332', 'G333', 'G334', 'G335', 'G336', 'G337', 'G338', 'G339', 'G340', 'G3401', 'G3402', 'G3403', 'G3404', 'G3405', 'G3406', 'G3407', 'G3408', 'G3409', 'G341', 'G3410', 'G3411', 'G3412', 'G342', 'G3421', 'G3422', 'G3423', 'G3424', 'G3425', 'G3426', 'G3427', 'G3428', 'G3473', 'G3474', 'G3491', 'G3492', 'G3493', 'G3494', 'G3495', 'G3496', 'G3497', 'G3498', 'G351', 'G352', 'G359', 'G360', 'G361', 'G362', 'G363', 'G366', 'G367', 'G368', 'G369', 'G370', 'G371', 'G372', 'G387', 'G388', 'G401', 'G402', 'G421', 'G422', 'G423', 'G424', 'G429', 'G430', 'G439', 'G440', 'G465', 'G466', 'G467', 'G468', 'G479', 'G480', 'G481', 'G482', 'G483', 'G484', 'G485', 'G486', 'G501', 'G502', 'G503', 'G504', 'G505', 'G506', 'G507', 'G508', 'G51', 'G511', 'G512', 'G52', 'G521', 'G522', 'G523', 'G524', 'G525', 'G526', 'G527', 'G528', 'G53', 'G54', 'G541', 'G542', 'G543', 'G544', 'G545', 'G546', 'G55', 'G551', 'G552', 'G553', 'G554', 'G555', 'G556', 'G56', 'G561', 'G562', 'G563', 'G57', 'G570', 'G571', 'G572', 'G58', 'G59', 'G60', 'G647', 'G648', 'G65', 'G651', 'G652', 'G653', 'G654', 'G655', 'G656', 'G657', 'G659', 'G66', 'G660', 'G6602', 'G6608', 'G6609', 'G661', 'G662', 'G6624', 'G663', 'G664', 'G6641', 'G6642', 'G6643', 'G6644', 'G6645', 'G6646', 'G6647', 'G665', 'G6650', 'G6652', 'G6653', 'G6654', 'G6655', 'G6656', 'G666', 'G6671', 'G6672', 'G6673', 'G6674', 'G6675', 'G6676', 'G6677', 'G6678', 'G6679', 'G6680', 'G6681', 'G6682', 'G6683', 'G6684', 'G67', 'G671', 'G672', 'G673', 'G674', 'G68', 'G685', 'G686', 'G687', 'G688', 'G689', 'G69', 'G690', 'G70', 'G71', 'G72', 'G73', 'G74', 'G77', 'G78', 'G79', 'G7904', 'G7905', 'G7906', 'G7911', 'G7912', 'G7913', 'G7914', 'G7916', 'G7917', 'G7918', 'G7919', 'G7920', 'G7921', 'G7922', 'G7923', 'G7924', 'G7925', 'G7926', 'G7927', 'G7928', 'G7929', 'G7930', 'G7931', 'G7932', 'G7933', 'G7934', 'G7935', 'G7937', 'G7938', 'G7942', 'G7943', 'G7945', 'G7948', 'G7949', 'G7951', 'G7952', 'G7953', 'G7954', 'G7956', 'G7957', 'G7958', 'G7962', 'G7963', 'G7964', 'G7965', 'G7966', 'G7967', 'G7968', 'G7969', 'G7970', 'G7971', 'G7972', 'G7973', 'G7974', 'G7975', 'G7976', 'G7977', 'G7978', 'G7980', 'G7984', 'G7985', 'G7986', 'G7987', 'G7988', 'G7989', 'G7990', 'G7991', 'G7992', 'G7993', 'G7995', 'G7996', 'G7997', 'G7998', 'G7999', 'G80', 'G8000', 'G801', 'G802', 'G803', 'G804', 'G805', 'G806', 'G807', 'G808', 'G809', 'G81', 'G810', 'G811', 'G812', 'G82', 'G83', 'G84', 'G859', 'G860', 'G861', 'G862', 'G87', 'G871', 'G872', 'G873', 'G874', 'G88', 'G89', 'G891', 'G892', 'G893', 'G894', 'G895', 'G896', 'G90', 'G91', 'G92', 'G93', 'G94', 'G95', 'G96', 'G97', 'G98']",961
1329,郑州航空港站,"113.93893595290879,34.493154939655895","['C2931', 'C2932', 'C2939', 'C2940', 'C2941', 'C2942', 'D3349', 'D3356', 'G1589', 'G1709', 'G1710', 'G1810', 'G1811', 'G1821', 'G1824', 'G3102', 'G3103', 'G3191', 'G3192', 'G3193', 'G3194', 'G3209', 'G3210', 'G3222', 'G3223', 'G3251', 'G3254', 'G3407', 'G3408', 'G3410', 'G3426', 'G3427', 'G3474', 'G372', 'G572', 'G6648', 'G6649', 'G6650', 'G6651', 'G6652', 'G6653', 'G6654', 'G6655', 'G6671', 'G6672', 'G6673', 'G6676', 'G6677', 'G6681', 'G6682', 'G6683', 'G6684', 'G7902', 'G7903', 'G7904', 'G7905', 'G7913', 'G7916', 'G7917', 'G7918', 'G7919', 'G7920', 'G7921', 'G7927', 'G7928', 'G7934', 'G7941', 'G7944', 'G7945', 'G7946', 'G7947', 'G7960', 'G7961', 'G7962', 'G7963', 'G7965', 'G7966', 'G7967', 'G7968', 'G7969', 'G7970', 'G7988']",82
1330,郑州站,"113.66613628987491,34.75239428265715","['1147', '1148', '1149', '1150', '1303', '1304', '1551', '1552', '1553', '1554', '3028', 'D2773', 'D2774', 'D2775', 'D2776', 'D2781', 'D2782', 'D2783', 'D2784', 'D2785', 'D2786', 'D2787', 'D2788', 'D315', 'D316', 'D317', 'D318', 'D3347', 'D3348', 'D3349', 'D3351', 'D3352', 'D3353', 'D3354', 'D3356', 'D3357', 'D3358', 'D3360', 'D3389', 'D3390', 'D3391', 'D3392', 'D7851', 'D7852', 'D7853', 'D7854', 'D7856', 'D7858', 'D7865', 'D7866', 'D7871', 'D7872', 'D7873', 'D7874', 'D7876', 'D7877', 'D7879', 'D7880', 'D7881', 'D7882', 'G1191', 'G1585', 'G1586', 'G1587', 'G1588', 'G1947', 'G1948', 'G1949', 'G1950', 'G2001', 'G2295', 'G2296', 'G2297', 'G2298', 'G2387', 'G2388', 'G2389', 'G2390', 'G3127', 'G3128', 'G3129', 'G3130', 'G3131', 'G3132', 'G3133', 'G3134', 'G3135', 'G3136', 'G3137', 'G3138', 'G3143', 'G3144', 'G3145', 'G3146', 'G3147', 'G3148', 'G3149', 'G3150', 'G3191', 'G3192', 'G3193', 'G3194', 'G3209', 'G3210', 'G367', 'G370', 'G639', 'G640', 'G641', 'G642', 'G6648', 'G6649', 'G6651', 'G691', 'G692', 'G695', 'G696', 'G7902', 'G7903', 'G7912', 'G7929', 'G7941', 'G7944', 'G7946', 'G7947', 'G7960', 'G7961', 'G813', 'G814', 'G815', 'G816', 'G821', 'G822', 'G823', 'G824', 'G825', 'G826', 'G827', 'G828', 'G829', 'G830', 'G831', 'G832', 'G833', 'G834', 'G835', 'G836', 'G838', 'G839', 'G841', 'G842', 'G843', 'G844', 'G845', 'G848', 'G851', 'G852', 'G853', 'G854', 'G855', 'G856', 'G857', 'G858', 'G863', 'G864', 'G865', 'G866', 'G867', 'G868', 'G869', 'G870', 'G875', 'G876', 'G877', 'G878', 'G96', 'K1061', 'K1062', 'K1063', 'K1064', 'K1101', 'K1102', 'K1103', 'K1104', 'K1129', 'K1130', 'K1131', 'K1132', 'K1141', 'K1142', 'K1143', 'K1144', 'K1147', 'K1148', 'K1149', 'K1150', 'K1159', 'K1160', 'K1161', 'K1162', 'K117', 'K118', 'K1237', 'K1238', 'K1239', 'K1240', 'K125', 'K126', 'K127', 'K128', 'K131', 'K132', 'K133', 'K134', 'K1347', 'K1348', 'K1349', 'K1350', 'K1351', 'K1352', 'K1352', 'K1353', 'K1354', 'K15', 'K151', 'K152', 'K153', 'K1537', 'K1538', 'K1539', 'K154', 'K1540', 'K157', 'K158', 'K1595', 'K1596', 'K1597', 'K1598', 'K16', 'K177', 'K178', 'K179', 'K180', 'K2045', 'K2046', 'K2047', 'K2048', 'K205', 'K206', 'K207', 'K208', 'K21', 'K2185', 'K2186', 'K2187', 'K2188', 'K22', 'K225', 'K226', 'K227', 'K2275', 'K2276', 'K2277', 'K2278', 'K228', 'K233', 'K234', 'K235', 'K236', 'K245', 'K246', 'K247', 'K248', 'K257', 'K258', 'K261', 'K262', 'K2665', 'K2666', 'K2667', 'K2668', 'K267', 'K268', 'K281', 'K282', 'K283', 'K284', 'K289', 'K29', 'K290', 'K2905', 'K2906', 'K2907', 'K2908', 'K291', 'K292', 'K30', 'K31', 'K32', 'K329', 'K330', 'K332', 'K359', 'K360', 'K361', 'K362', 'K385', 'K386', 'K387', 'K388', 'K401', 'K4016', 'K402', 'K417', 'K418', 'K419', 'K420', 'K457', 'K458', 'K4627', 'K4628', 'K4630', 'K507', 'K508', 'K557', 'K558', 'K559', 'K560', 'K59', 'K593', 'K594', 'K595', 'K596', 'K596', 'K597', 'K598', 'K599', 'K60', 'K600', 'K605', 'K606', 'K607', 'K608', 'K61', 'K62', 'K735', 'K736', 'K737', 'K738', 'K741', 'K742', 'K743', 'K744', 'K7993', 'K7994', 'K8007', 'K8008', 'K8037', 'K817', 'K818', 'K925', 'K926', 'K927', 'K928', 'K965', 'K966', 'K967', 'K968', 'K973', 'K974', 'K975', 'K976', 'T10', 'T111', 'T112', 'T113', 'T114', 'T115', 'T116', 'T117', 'T118', 'T121', 'T122', 'T123', 'T124', 'T145', 'T146', 'T147', 'T148', 'T167', 'T168', 'T197', 'T198', 'T198', 'T198', 'T198', 'T251', 'T252', 'T253', 'T254', 'T287', 'T288', 'T289', 'T290', 'T325', 'T326', 'T327', 'T328', 'T367', 'T368', 'T369', 'T370', 'T49', 'T50', 'T9', 'Z1', 'Z105', 'Z106', 'Z106', 'Z106', 'Z11', 'Z12', 'Z13', 'Z135', 'Z136', 'Z137', 'Z137', 'Z138', 'Z14', 'Z145', 'Z146', 'Z147', 'Z148', 'Z149', 'Z150', 'Z161', 'Z162', 'Z163', 'Z164', 'Z165', 'Z166', 'Z167', 'Z168', 'Z169', 'Z170', 'Z2', 'Z215', 'Z216', 'Z217', 'Z218', 'Z235', 'Z236', 'Z237', 'Z238', 'Z251', 'Z252', 'Z253', 'Z254', 'Z263', 'Z264', 'Z265', 'Z266', 'Z271', 'Z272', 'Z273', 'Z274', 'Z285', 'Z286', 'Z291', 'Z292', 'Z293', 'Z294', 'Z3', 'Z303', 'Z304', 'Z305', 'Z306', 'Z306', 'Z335', 'Z336', 'Z337', 'Z338', 'Z375', 'Z376', 'Z377', 'Z378', 'Z39', 'Z40', 'Z41', 'Z4166', 'Z42', 'Z49', 'Z5', 'Z50', 'Z501', 'Z502', 'Z503', 'Z53', 'Z54', 'Z6', 'Z77', 'Z78', 'Z835', 'Z836', 'Z837', 'Z838', 'Z889', 'Z890', 'Z891', 'Z892', 'Z91', 'Z94', 'Z95', 'Z96']",514
1331,郑州西站,"113.43156168222383,34.75125219770954","['G1802', 'G1803', 'G1809', 'G1812', 'G1835', 'G1838', 'G1885', 'G1888', 'G1907', 'G1910', 'G1977', 'G1980', 'G2001', 'G2021', 'G2022', 'G2094', 'G2095', 'G2204', 'G2211', 'G2213', 'G2256', 'G2257', 'G2259', 'G2262', 'G2296', 'G2297', 'G2387', 'G2388', 'G2389', 'G2390', 'G3288', 'G3289', 'G3291', 'G3294', 'G640', 'G641', 'G666', 'G7929', 'G822', 'G823', 'G826', 'G827', 'G834', 'G835', 'G838', 'G839', 'G875', 'G876', 'G877', 'G878']",50
1332,安陆站,"113.70254443253323,31.263251397609036","['K1125', 'K1126', 'K1127', 'K1128', 'K121', 'K124', 'K352', 'K353', 'K641', 'K644', 'K756', 'K757', 'K973', 'K974', 'K975', 'K976', 'T245', 'T246', 'T247', 'T248', 'T375', 'T376', 'T377', 'T378']",24
1333,安陆西站,"113.66077098055548,31.260805887210058","['D5221', 'D5222', 'D5223', 'D5224', 'D5229', 'D5778', 'D5779', 'D7057', 'G1131', 'G1132', 'G1133', 'G1134', 'G1155', 'G1158', 'G1527', 'G1528', 'G1767', 'G1768', 'G1769', 'G1770', 'G3233', 'G3234', 'G3235', 'G3236', 'G3451', 'G3461', 'G3462', 'G3463', 'G3464', 'G3471', 'G6783', 'G6785', 'G6807', 'G6808', 'G6809', 'G6822', 'G6856', 'G6858', 'G6861', 'G6886', 'G6888', 'G9377', 'G9378', 'G9379', 'G9381']",45
1334,保康县站,"111.23386300121803,31.748591639682388","['G1155', 'G1156', 'G1157', 'G1158', 'G1324', 'G1325', 'G1475', 'G1476', 'G1477', 'G1478', 'G2680', 'G2681', 'G315', 'G316', 'G317', 'G318', 'G3210', 'G331', 'G332', 'G333', 'G334', 'G3401', 'G3403', 'G3409', 'G3422', 'G3423', 'G3451', 'G3455', 'G3457', 'G3465', 'G3468', 'G3474', 'G6781', 'G6782', 'G6783', 'G6784', 'G6785', 'G6786', 'G6787', 'G6788', 'G6789', 'G6790']",42
1335,巴东站,"110.3877939566453,31.167424859952227","['G1155', 'G1156', 'G1157', 'G1158', 'G1323', 'G1324', 'G1325', 'G1326', 'G1531', 'G1532', 'G1533', 'G1534', 'G1710', 'G315', 'G318', 'G3209', 'G3210', 'G3404', 'G3405', 'G3409', 'G3422', 'G3423', 'G3425', 'G3428', 'G3451', 'G3456', 'G3458', 'G3461', 'G3464', 'G3472', 'G351', 'G352', 'G6781', 'G6782', 'G6783', 'G6784', 'G6785', 'G6786', 'G6787', 'G6788', 'G6789', 'G6790']",42
1336,赤壁北站,"113.90663781273514,29.7423415537547","['G1001', 'G1002', 'G1003', 'G1027', 'G1028', 'G1029', 'G1030', 'G1036', 'G1037', 'G1107', 'G1114', 'G1116', 'G1120', 'G1131', 'G1134', 'G1135', 'G1136', 'G1137', 'G1138', 'G1215', 'G1216', 'G1217', 'G1218', 'G1309', 'G1526', 'G1537', 'G1547', 'G1550', 'G1743', 'G1747', 'G1775', 'G1776', 'G1777', 'G1778', 'G1848', 'G1849', 'G288', 'G289', 'G291', 'G294', 'G338', 'G340', 'G342', 'G401', 'G421', 'G424', 'G431', 'G465', 'G468', 'G479', 'G482', 'G531', 'G532', 'G544', 'G545', 'G546', 'G638', 'G688', 'G689', 'G863', 'G866', 'G876', 'G877']",63
1337,赤壁站,"113.93658417435863,29.72740022767462","['K1006', 'K1007', 'K1073', 'K1074', 'K1079', 'K1080', 'K1081', 'K1082', 'K1159', 'K1160', 'K1161', 'K1162', 'K1296', 'K1297', 'K1348', 'K1349', 'K157', 'K1804', 'K226', 'K227', 'K237', 'K238', 'K239', 'K240', 'K435', 'K436', 'K437', 'K438', 'K458', 'K4628', 'K756', 'K757', 'K767', 'K770', 'T368', 'T369', 'T95', 'T96']",38
1338,当阳站,"111.81889093239083,30.85367406080724","['K1256', 'K1257', 'K1472', 'K1473', 'K1474', 'K1610', 'K2286', 'K2287', 'K625', 'K626', 'K627', 'K628', 'K8051', 'K931', 'K932', 'K934', 'T49', 'T50']",18
1339,大冶北站,"115.00738870105671,30.127583134400837","['C5051', 'C5054', 'C5511', 'C5512', 'C5521', 'C5522', 'D2175', 'D2178', 'D2225', 'D2228', 'D2231', 'D2232', 'D2233', 'D2234', 'D2235', 'D2238', 'D2241', 'D2244', 'D2375', 'D2378', 'D3223', 'D3226', 'D3256', 'D3257', 'D3265', 'D3266', 'D3271', 'D3274', 'D3277', 'D3281', 'D3284', 'D3285', 'D3286', 'D3287', 'D3288', 'D3289', 'D3290', 'D3395', 'D3396', 'D3397', 'D3398', 'D5745', 'D5746', 'D5747', 'D5748', 'D5765', 'D5766', 'D5767', 'D5768', 'D5769', 'D5770', 'D5771', 'D5772', 'D5774', 'D5775', 'D5785', 'D5786', 'D5787', 'D5788', 'D5852', 'D5869', 'D5872', 'D7001', 'D7002', 'D7007', 'D7008', 'G1647', 'G1650', 'G1727', 'G1728', 'G1729', 'G1730', 'G2035', 'G2038', 'G2039', 'G2040', 'G2041', 'G2042', 'G2045', 'G2046', 'G2047', 'G2048', 'G2281', 'G2282', 'G2285', 'G2286', 'G2295', 'G2296', 'G2297', 'G2298', 'G2387', 'G2390', 'G2703', 'G2704', 'G2707', 'G2709', 'G2710', 'G639', 'G642', 'G647', 'G648', 'G867', 'G870', 'G891', 'G896']",105
1340,丹江口站,"111.39401721940334,32.463285046554496","['D5221', 'D5224', 'D5225', 'D5228', 'D5230', 'D5777', 'D5780', 'D7059', 'D7060', 'G1039', 'G1040', 'G1041', 'G1042', 'G1589', 'G1590', 'G3212', 'G3229', 'G3230', 'G3231', 'G3232', 'G6807', 'G6808', 'G6810', 'G6815', 'G6819', 'G6820', 'G6847', 'G6848', 'G9376', 'G9378']",30
